timestamp,ax,ay,az,gx,gy,gz,mx,my,mz
1745843692,-2.1859062,-0.51475334,9.682451,0.012446379,-0.013820826,0.039629884,18.9,22.26,-39.78
1745843692,-2.4301147,-0.35194764,9.773431,-0.008933905,-0.06391177,-0.017180584,19.38,21.72,-39.719997
1745843692,-2.908955,-0.6895301,9.433454,0.0075594573,0.061926465,-0.011682798,20.16,21.6,-39.719997
1745843692,-2.3247697,-0.6823475,9.507674,-0.012599096,0.01366811,-0.0012980887,19.859999,21.84,-39.54
1745843692,-2.1619642,-0.58418524,9.486126,-0.008933905,-0.030314188,-0.022678372,18.96,21.18,-39.0
1745843692,-2.5258827,-0.5722142,9.680057,-0.00038179077,-0.016875152,-0.010461068,19.92,22.199999,-39.42
1745843692,-2.5067291,-0.6488287,9.524434,-0.02359467,-0.040698897,-0.011682798,18.96,21.6,-38.52
1745843692,-2.4157495,-0.6823475,9.524434,0.0026725354,-0.0077121737,-0.034895677,20.64,21.66,-38.94
1745843692,-2.3247697,-0.59615624,9.610625,0.0051159966,0.042378776,-0.0110719325,19.74,21.84,-39.18
1745843692,-2.2888567,-0.5746084,9.675268,0.011224649,0.0313832,-0.04344779,19.8,21.72,-39.12
1745843692,-2.5809495,-0.6655881,9.4143,0.005726862,0.0313832,-0.00496328,19.98,22.199999,-39.059998
1745843692,-2.3654714,-0.5722142,9.471761,0.016722437,-0.004046982,0.0041996986,19.8,21.84,-39.239998
1745843692,-2.6431987,-0.581791,9.622596,0.025274549,-0.0107665,-0.01779145,18.96,21.96,-39.36
1745843692,-2.3343468,-0.6440403,9.45979,-0.02115121,-0.014431692,0.020082194,19.98,21.779999,-38.94
1745843693,-2.4492683,-0.641646,9.634567,0.0032834008,0.024663685,0.0005345071,17.279999,20.52,-40.559998
1745843693,-2.384625,-0.5770026,9.498097,-0.009544769,-0.0052687125,-0.0061850105,19.38,21.6,-40.02
1745843693,-2.4468741,-0.60812724,9.56753,0.022831088,0.0081703225,-0.007406741,19.199999,21.96,-38.399998
1745843693,-2.5115175,-0.60573304,9.584289,-0.019318614,-0.027259862,0.0066431593,19.199999,21.48,-39.059998
1745843693,-2.4013844,-0.59376204,9.644144,0.0026725354,0.044211373,-0.0031306844,20.039999,21.66,-39.66
1745843693,-2.4851813,-0.63206923,9.433454,0.0032834008,0.039935317,-0.0037415496,21.539999,21.66,-42.899998
1745843693,-2.5115175,-0.61770403,9.45979,-0.0052687125,-0.026648996,0.00908662,19.8,21.6,-41.7
1745843693,-2.4971523,-0.6584055,9.565135,0.00022907447,-0.003436117,0.014584408,22.14,21.18,-42.84
1745843693,-2.3678656,-0.59136784,9.5795,-0.004046982,-0.029092457,0.0066431593,23.22,21.3,-43.2
1745843693,-2.5306711,-0.61052144,9.608231,-0.019929478,-0.0077121737,0.010919216,22.38,20.82,-42.54
1745843693,-2.3894134,-0.56982,9.457396,0.011224649,0.014278975,-0.0019089539,21.779999,21.539999,-42.84
1745843693,-2.597709,-0.6536171,9.569923,-0.010155635,-0.04192063,0.0005345071,21.539999,20.64,-44.219997
1745843693,-2.3582888,-0.60333884,9.577106,-0.0028252518,0.03504839,0.009697486,22.08,20.939999,-44.1
1745843693,-2.4612393,-0.61530983,9.435848,-0.0064904434,0.005726862,-0.0031306844,20.88,21.42,-39.899998
1745843693,-2.5330653,-0.5506664,9.538799,0.016111571,-0.0052687125,-0.015958855,20.939999,21.42,-39.42
1745843693,-2.4061728,-0.5770026,9.584289,-0.01198823,-0.02359467,0.0048105638,21.72,21.779999,-39.66
1745843693,-2.5210943,-0.6679823,9.591472,0.01366811,-0.000992656,-0.0055741454,22.14,22.439999,-40.079998
1745843693,-2.3678656,-0.60333884,9.603442,-0.013820826,0.02405282,0.00908662,18.96,20.52,-40.32
1745843693,-2.3989902,-0.61530983,9.426271,0.01488984,0.029550606,-0.0025198192,21.06,20.939999,-43.44
1745843693,-2.528277,-0.51954174,9.43106,-0.011377365,-0.06818783,-0.0055741454,20.52,20.82,-42.0
1745843694,-2.731784,-0.62488663,9.739912,-0.0052687125,-0.041309763,-0.019624045,21.42,20.4,-42.96
1745843694,-2.1763294,-0.6775591,9.572318,0.010002919,0.038713586,0.022525655,21.3,21.3,-42.6
1745843694,-2.15957,-0.6464345,9.462184,-0.022372939,-0.03397938,0.013362677,21.18,20.58,-43.32
1745843694,-2.4660277,-0.641646,9.708787,-0.005879578,0.032604933,0.0035888334,21.18,21.72,-40.739998
1745843694,-2.5498247,-0.6512229,9.5531645,0.0008399397,0.08513934,0.011530082,21.72,22.439999,-39.899998
1745843694,-2.3918076,-0.6464345,9.416695,-0.0077121737,0.06375906,0.023747386,22.14,21.0,-39.84
1745843694,-2.456451,-0.557849,9.495703,0.010002919,0.027107146,0.013362677,22.199999,22.26,-39.48
1745843694,-2.6910827,-0.5530606,9.536405,0.008781188,-0.032757647,0.012140946,18.359999,20.52,-38.34
1745843694,-2.480393,-0.6464345,9.500492,0.0051159966,0.013057245,0.04390594,19.199999,22.02,-39.48
1745843694,-2.5234885,-0.7158663,9.560347,-0.0107665,-0.05352707,0.0023671028,19.32,20.58,-38.52
1745843694,-2.2936451,-0.5530606,9.543588,0.0008399397,0.052763484,-0.008017606,20.34,21.48,-39.12
1745843694,-2.6264393,-0.51475334,9.574712,-0.004046982,-0.018707749,-0.02695443,20.1,21.66,-39.059998
1745843694,-2.5929205,-0.60812724,9.469367,0.009392053,0.022831088,-0.025732698,20.46,21.539999,-38.64
1745843694,-2.5953147,-0.7062895,9.445425,-0.005879578,-0.07429648,-0.019013181,19.74,21.3,-38.94
1745843694,-2.4851813,-0.7422025,9.610625,0.016722437,-0.034590244,-0.0025198192,19.68,21.48,-39.3
1745843694,-2.2960393,-0.59136784,9.524434,-0.024205536,-0.021762075,0.006032294,19.92,21.359999,-38.1
1745843694,-2.4181437,-0.50517654,9.675268,0.011835515,-0.022983804,-0.035506543,19.98,21.48,-39.0
1745843694,-2.3798366,-0.5770026,9.665691,-0.000992656,-0.005879578,-0.022678372,18.72,21.24,-40.26
1745843694,-2.2888567,-0.6512229,9.474155,-0.013209961,0.027718011,0.0011453723,18.96,21.18,-39.899998
1745843694,-2.4851813,-0.7350199,9.402329,0.005726862,-0.0016035213,-0.00496328,19.32,21.359999,-38.46
1745843695,-2.4109612,-0.61291564,9.545981,-0.008933905,-0.02603813,0.0011453723,19.68,21.72,-38.94
1745843695,-2.4037786,-0.6967127,9.646538,-0.0052687125,-0.013820826,0.007254025,19.26,20.76,-38.76
1745843695,-2.348712,-0.6344634,9.636961,-0.000992656,0.03688099,-0.0037415496,19.74,21.48,-38.28
1745843695,-2.4396915,-0.62249243,9.507674,0.003894266,0.04298964,-0.0019089539,20.039999,21.42,-38.28
1745843695,-2.4468741,-0.62009823,9.416695,-0.013209961,-0.0022143866,0.012140946,20.16,21.84,-39.0
1745843695,-2.4851813,-0.6392518,9.5052805,-0.0016035213,-0.048640147,-0.004352415,19.92,21.66,-38.94
1745843695,-2.360683,-0.6368576,9.713575,0.008781188,0.017944166,-0.004352415,18.779999,21.119999,-39.719997
1745843695,-2.408567,-0.6631939,9.536405,-0.013209961,0.0173333,-0.0019089539,18.9,21.48,-38.82
1745843695,-2.4995465,-0.6895301,9.438242,0.006948592,-0.000992656,0.0017562376,19.5,20.82,-39.239998
1745843695,-2.4660277,-0.6560113,9.56753,-0.0028252518,-0.027259862,-7.6358156e-05,19.68,21.66,-38.1
1745843695,-2.408567,-0.6368576,9.481338,0.00022907447,-0.035811976,-0.0061850105,18.779999,21.18,-38.579998
1745843695,-2.468422,-0.59136784,9.656115,0.013057245,0.003894266,-0.0129045285,19.74,22.02,-38.879997
1745843695,-2.3630772,-0.62728083,9.591472,-0.008323039,-0.029092457,-0.012293663,18.539999,21.72,-39.3
1745843695,-2.2457612,-0.79008657,9.627384,0.012446379,0.035659257,-0.0055741454,19.5,21.42,-38.52
1745843695,-2.4875755,-0.6679823,9.581895,0.009392053,0.04604397,-0.008628472,19.08,20.939999,-39.239998
1745843695,-2.4037786,-0.5746084,9.45979,-0.020540344,-0.010155635,0.017027868,19.92,21.66,-39.059998
1745843695,-2.4372973,-0.7326257,9.5531645,0.0075594573,-0.013820826,0.008475755,18.9,21.359999,-39.66
1745843695,-2.3678656,-0.6512229,9.519646,0.0020616702,-0.021762075,0.002977968,19.26,21.48,-38.399998
1745843695,-2.4061728,-0.6703765,9.555558,-0.0052687125,0.0020616702,0.005421429,19.439999,21.24,-37.92
1745843696,-2.4229321,-0.62249243,9.526828,0.009392053,0.010002919,-0.012293663,19.98,21.3,-39.0
1745843696,-2.4492683,-0.61291564,9.586683,-0.008933905,-0.02603813,-0.0129045285,18.9,21.24,-39.3
1745843696,-2.3750482,-0.6871359,9.55077,-0.0077121737,-0.004046982,-0.0006872234,18.779999,20.939999,-38.64
1745843696,-2.3774424,-0.6512229,9.517251,0.0081703225,0.003894266,-0.014126259,19.68,21.539999,-39.059998
1745843696,-2.492364,-0.6440403,9.5531645,-0.00038179077,-0.01198823,-0.007406741,19.26,21.3,-39.12
1745843696,-2.3822308,-0.62967503,9.591472,-0.0052687125,-0.011377365,-0.0037415496,18.96,21.18,-39.239998
1745843696,-2.2984335,-0.7038953,9.531616,0.0032834008,-0.0071013086,-0.00496328,18.66,21.72,-38.879997
1745843696,-2.3702598,-0.6440403,9.56753,-0.01198823,-0.019318614,0.0035888334,18.66,21.9,-38.76
1745843696,-2.4540567,-0.6488287,9.586683,0.001450805,0.020387627,-0.008017606,19.56,21.84,-38.46
