timestamp,ax,ay,az,gx,gy,gz,mx,my,mz
1745843696,-2.3439236,-0.6512229,9.500492,0.0020616702,0.031994067,-0.0055741454,19.56,21.72,-38.7
1745843696,-2.408567,-0.6799533,9.435848,0.0045051314,-0.018096883,-0.0037415496,19.14,21.539999,-37.8
1745843696,-2.4899697,-0.6775591,9.538799,-0.0046578473,-0.02359467,0.015195273,18.72,21.3,-38.399998
1745843696,-2.3678656,-0.62249243,9.696816,-0.0022143866,-0.003436117,0.007254025,19.08,21.72,-38.1
1745843696,-2.3774424,-0.6344634,9.632173,-0.00038179077,0.03688099,0.006032294,18.96,21.3,-38.1
1745843696,-2.420538,-0.6823475,9.478944,-0.000992656,0.027718011,-0.0055741454,18.779999,21.359999,-38.52
1745843696,-2.4109612,-0.7278373,9.541193,0.0020616702,0.025274549,0.005421429,18.359999,21.539999,-39.3
1745843696,-2.3870192,-0.62249243,9.500492,0.006337727,-0.015042556,-0.0037415496,18.72,21.18,-39.78
1745843696,-2.5378537,-0.62249243,9.59626,0.0020616702,-0.05719226,-0.015347989,18.84,20.46,-37.92
1745843696,-2.420538,-0.6799533,9.648932,-0.015653422,-0.032757647,-0.0092393365,18.6,21.779999,-39.12
1745843696,-2.2529438,-0.6607997,9.615414,0.01488984,0.03810272,-0.014737124,18.24,20.76,-38.399998
1745843697,-2.5498247,-0.6536171,9.476549,-0.0071013086,-0.009544769,-0.0037415496,18.3,21.48,-39.36
1745843697,-2.4540567,-0.6847417,9.433454,0.0008399397,-0.030314188,0.0041996986,17.94,20.88,-38.34
1745843697,-2.4013844,-0.6919243,9.653721,0.014278975,-0.032757647,0.0017562376,19.08,21.9,-38.28
1745843697,-2.3319526,-0.6512229,9.694422,-0.005879578,0.0332158,0.008475755,18.6,21.06,-39.059998
1745843697,-2.4253263,-0.6703765,9.644144,-0.016875152,0.15355626,0.014584408,18.359999,21.539999,-38.7
1745843697,-2.3199813,-0.6799533,9.349657,0.022220224,0.04482224,-0.022678372,19.32,21.6,-38.46
1745843697,-2.5785553,-0.78769237,9.524434,-0.013209961,-0.051083606,0.0011453723,19.38,21.42,-39.059998
1745843697,-2.4013844,-0.7086837,9.524434,0.0045051314,0.0081703225,-0.0012980887,19.26,20.58,-39.239998
1745843697,-2.3558946,-0.6440403,9.62499,0.0020616702,0.012446379,-0.0067958757,19.08,20.46,-38.579998
1745843697,-2.516306,-0.6703765,9.498097,0.0026725354,0.03443753,0.0023671028,18.9,20.76,-38.28
1745843697,-2.5785553,-0.6703765,9.464579,-0.0071013086,-0.027259862,0.002977968,19.32,20.699999,-38.76
1745843697,-2.5091233,-0.6655881,9.593865,-0.0052687125,-0.017486017,-0.0019089539,19.619999,21.359999,-37.92
1745843697,-2.2385786,-0.6847417,9.627384,0.010002919,0.0332158,-0.0061850105,18.6,21.359999,-38.76
1745843697,-2.5091233,-0.6823475,9.572318,-0.004046982,0.0051159966,-0.0067958757,18.539999,21.0,-38.28
1745843697,-2.540248,-0.62009823,9.502886,-0.00038179077,-0.021762075,-0.007406741,18.779999,21.18,-39.84
1745843697,-2.3127987,-0.7422025,9.510069,0.015500706,0.043600507,-0.004352415,19.56,21.6,-38.76
1745843697,-2.3535004,-0.6991069,9.280225,0.03504839,-0.018096883,-0.019013181,19.98,21.119999,-38.46
1745843697,-2.7222073,-0.6536171,9.512463,-0.0022143866,-0.120111376,0.008475755,18.96,21.66,-39.12
1745843697,-2.4157495,-0.6607997,9.804555,0.028328875,0.0008399397,-0.0129045285,18.48,21.06,-38.94
1745843697,-2.327164,-0.6584055,9.632173,0.014278975,0.11140655,-0.015958855,19.08,20.279999,-38.76
1745843698,-2.3247697,-0.4357447,9.828497,-0.07551821,0.106519625,0.010919216,19.439999,20.52,-39.18
1745843698,-3.0071173,-0.14844051,9.668086,0.012446379,-0.016875152,-0.0397826,18.96,21.42,-38.04
1745843698,-3.4931402,0.28491,9.651326,-0.019318614,-0.10361802,0.16241379,18.9,20.64,-38.46
1745843698,-3.3183637,0.038307227,9.577106,0.020387627,-0.330249,0.32856914,19.619999,20.46,-39.54
1745843698,-2.6384103,0.22266077,9.158121,-0.02359467,-0.33208162,0.39637518,19.859999,20.34,-39.18
1745843698,-2.3223755,0.47884035,9.651326,-0.037033707,-0.3552945,0.39515346,19.56,19.859999,-39.42
1745843698,-1.1252748,-0.25378537,9.7447,0.16760615,-0.24656048,0.36094502,19.619999,19.14,-40.14
1745843698,-1.8339585,-0.82121116,8.978556,-0.041309763,-0.40172026,0.2955824,19.74,18.9,-40.62
1745843698,-1.6639702,-1.4317327,9.675268,-0.27282768,-0.38033998,0.2674826,19.619999,17.64,-41.219997
1745843698,-1.2569559,-1.3072342,9.663298,-0.18608482,-0.23128885,0.24976753,19.8,18.06,-42.12
1745843698,-1.1300632,-1.5298948,9.8955345,-0.046196684,-0.112780996,0.13736832,20.64,18.72,-42.54
1745843698,-1.4269443,-1.2808979,9.512463,-0.12560916,-0.042531494,0.1483639,20.34,16.98,-42.54
1745843698,-0.8858546,-0.9624691,9.464579,-0.008933905,0.18409951,0.064064495,19.32,16.5,-44.1
1745843698,-0.7589619,-0.5482722,10.225935,0.04848743,0.28000537,-0.15462527,21.42,16.92,-43.8
1745843698,-1.316811,-0.770933,9.799767,0.14500414,0.21219932,-0.24320072,22.74,17.279999,-42.42
1745843698,-2.542642,-0.82121116,9.601048,0.060704734,0.30749428,-0.110032104,23.1,17.22,-42.6
1745843698,-2.0470424,-0.7613561,10.482115,0.17249307,0.5225189,0.07322747,24.06,18.06,-42.059998
1745843698,-2.2744915,-0.50038815,9.802161,0.19814941,0.74914986,0.0762818,27.18,17.4,-41.879997
1745843698,-2.27928,-0.24899697,9.076718,0.11140655,0.4369977,0.021303926,30.0,17.64,-40.739998
1745843699,-2.707842,-0.40701428,8.882788,0.024663685,0.4657084,-0.09720393,31.439999,20.4,-42.899998
1745843699,-3.4500446,-0.5746084,8.734347,-0.13660474,0.42233697,-0.0092393365,31.74,23.699999,-42.84
1745843699,-3.4883518,-0.7398083,9.591472,-0.030314188,0.8578839,-0.098425664,31.439999,26.519999,-41.94
1745843699,-3.7565024,-0.47644615,9.68724,0.3111595,0.41378483,-0.15034921,32.16,27.9,-41.94
1745843699,-4.122815,-0.4261679,8.719982,0.13217597,-0.059024855,0.046960264,34.5,28.56,-42.66
1745843699,-3.5075054,-0.021547815,9.634567,0.2476295,0.5029712,-0.07032586,35.76,29.039999,-42.84
1745843699,-3.0358477,-0.17477672,9.749489,0.25190556,0.23296873,-0.02695443,38.64,30.0,-44.28
1745843699,-3.311181,0.45729253,9.632173,0.5811619,0.40706533,-0.4893794,40.559998,30.84,-45.0
1745843699,-4.177882,-0.20829555,8.324939,0.51885366,-0.16653714,-0.22915083,38.94,30.48,-45.6
1745843699,-3.4356794,-0.090979666,8.473379,0.12301299,-0.47624582,-0.31894803,38.34,29.279999,-46.379997
1745843699,-5.897218,-0.33039984,8.14298,0.15172365,-0.83054763,0.0066431593,35.16,29.64,-48.059998
1745843699,-4.5992613,0.019153614,9.182063,0.21525364,-0.11461359,-0.095371336,34.14,28.5,-51.0
1745843699,-4.7500963,-0.023942016,9.02644,0.49991685,-0.85376054,0.26259568,36.0,31.019999,-57.36
1745843699,-3.2369606,-0.16280572,9.349657,-0.021762075,-0.7584656,0.9815841,43.5,39.719997,-75.24
1745843699,-1.7070658,1.4891934,10.654497,-0.1830305,-0.021762075,0.4012621,48.42,49.02,-87.119995
1745843699,-0.8858546,0.9696517,10.510845,-0.2496148,-0.093844175,-0.027565295,47.52,37.68,-72.72
1745843699,-2.3295584,0.91458505,9.917083,0.13706289,-0.21174116,-0.18272507,43.98,22.38,-62.52
1745843699,-2.4588451,0.5626374,9.229947,0.14317155,0.10590876,-0.21693352,38.04,18.96,-55.32
1745843699,-3.169923,0.7589619,8.842086,0.12789991,0.11873693,-0.27313313,35.1,17.94,-51.539997
1745843699,-4.6136265,0.8331822,8.181287,-0.099952824,0.022220224,0.37194058,34.32,16.5,-49.02
1745843700,-2.1619642,-0.39743748,9.237129,-0.45486555,-0.022983804,0.27908906,35.7,14.28,-47.16
1745843700,-3.643975,0.24899697,10.108619,-0.43348524,-0.22456934,0.6712645,35.399998,12.599999,-44.399998
1745843700,-2.1404164,-0.18674773,9.021651,-0.3235295,-0.2673299,0.8258135,34.2,9.96,-41.579998
1745843700,-2.6527755,0.7015011,9.395146,-0.74685913,-0.089568116,0.7610617,32.04,8.22,-40.8
1745843700,-1.8004397,0.34476504,9.577106,-0.6136905,-0.25816694,0.4012621,29.64,7.9199996,-40.62
1745843700,-1.1468226,0.31364042,9.945813,-0.65706193,0.028328875,0.23021984,27.72,8.88,-41.219997
1745843700,-1.7142484,0.38307226,10.491692,-0.118889645,0.119347796,-0.03795,27.599998,10.38,-41.579998
1745843700,-1.6089035,-0.36391866,9.1629095,-0.09445504,-0.22579107,-0.07154759,26.76,10.5,-40.92
1745843700,-2.006341,-0.23223756,9.974544,-0.011377365,0.03688099,-0.1821142,26.34,10.62,-41.1
1745843700,-1.7812861,-0.8379706,9.773431,0.06314819,0.065591656,-0.099647395,26.16,11.7,-40.92
1745843700,-2.3319526,-0.79487497,9.184457,0.075976364,-0.000992656,-0.16073392,26.58,10.98,-41.76
1745843700,-2.7006595,-0.58418524,9.55077,-0.07490735,0.12056953,-0.13263412,26.76,11.4,-42.42
1745843700,-2.3798366,-0.5410896,9.577106,-0.022983804,0.06314819,-0.022067508,27.42,12.719999,-41.64
1745843700,-2.2098482,-0.58657944,9.897929,-0.034590244,0.11446088,0.0011453723,26.519999,12.599999,-41.34
1745843700,-2.0135236,-0.61770403,9.816526,0.033826664,0.043600507,-0.022678372,26.76,12.3,-40.68
1745843700,-2.1859062,-0.32800564,9.502886,0.047876563,0.01366811,-0.0110719325,27.18,13.08,-41.46
1745843700,-2.3750482,0.009576807,9.308955,0.022220224,-0.052305337,0.029245174,27.0,13.08,-40.14
1745843700,-2.516306,-0.36870706,9.129391,-0.09628764,-0.10178542,0.089109965,28.019999,12.9,-40.98
1745843700,-2.7748797,-0.5722142,9.766248,-0.09812023,-0.12805262,0.20822869,27.539999,12.96,-41.16
1745843700,-2.542642,-0.89064306,9.447819,-0.07124216,-0.0687987,0.25160012,27.48,12.36,-41.219997
1745843701,-2.2529438,-0.80684596,9.165303,-0.2251802,-0.10789407,0.30841058,29.039999,11.7,-41.16
1745843701,-1.460463,-0.9552865,9.883564,-0.2129629,0.015500706,0.1727985,28.019999,10.86,-41.52
1745843701,-1.3838485,-0.90979666,9.723152,-0.10239629,-0.08895725,0.00786489,28.68,10.5,-42.059998
1745843701,-2.0805612,-0.9696517,9.81892,-0.054748796,-0.21235204,-0.032452215,29.039999,10.26,-42.84
1745843701,-2.2744915,-0.9600749,9.83568,-0.059024855,0.07780896,-0.014126259,28.199999,10.86,-43.559998
1745843701,-2.4947581,-1.0271125,9.890746,-0.018707749,-0.1109484,0.090331696,28.98,11.4,-43.98
1745843701,-2.3127987,-1.127669,9.560347,0.022220224,0.071700305,0.15263996,28.859999,10.559999,-42.54
1745843701,-2.0518308,-1.127669,9.375993,-0.092622444,-0.010155635,0.46967903,29.279999,9.36,-43.14
1745843701,-1.4269443,-0.6392518,9.761459,-0.120111376,0.10835222,0.16302466,28.92,8.04,-42.239998
1745843701,-1.5801731,-0.94092125,9.253889,-0.039477166,-0.18791743,0.11415544,28.14,6.54,-43.8
1745843701,-0.93852705,-0.62728083,9.457396,-0.275882,0.006337727,0.07383834,27.84,6.8999996,-42.719997
1745843701,-1.6089035,-0.93134445,9.996092,-0.26061037,-0.4285983,0.12209669,28.619999,7.8599997,-43.68
1745843701,-1.9991584,-1.7262194,9.455002,-0.3693444,-0.3992768,0.1428661,27.3,7.8599997,-44.64
1745843701,-2.1308396,-1.4939818,10.029611,-0.5971971,-0.39133555,0.22655465,27.66,8.58,-46.14
1745843701,-1.2425907,-1.5227122,9.692028,-0.5385541,-0.4902957,0.25282186,26.519999,10.26,-47.82
1745843701,-1.7717092,-1.958457,9.160515,-0.55504745,-0.87819517,0.35178202,24.84,10.74,-48.78
1745843701,-1.0486604,-2.6192567,10.486903,-0.12560916,-0.71631587,0.13003793,23.4,10.38,-49.2
1745843701,-2.7700913,-3.1387985,9.478944,-0.10606148,-1.1396455,0.3591124,20.82,9.0,-51.239998
1745843701,-2.846706,-3.0669725,9.366416,-0.2373975,-0.489074,0.76289433,18.539999,7.8599997,-52.14
1745843702,-1.3263878,-2.8802247,9.129391,-0.2233476,-0.10300715,1.2082151,16.56,7.74,-52.079998
1745843702,2.9352913,-2.456451,10.388741,0.0613156,0.62086815,0.91011286,13.98,8.94,-50.1
1745843702,4.261679,-1.8698715,10.178051,0.39851323,0.3288746,0.15569428,13.92,9.9,-48.239998
1745843702,2.669535,-1.685518,9.502886,0.6220899,0.0613156,-0.4423428,15.12,9.3,-46.559998
1745843702,1.0223241,-2.360683,9.29459,0.6501897,-0.022372939,-0.8168032,15.12,6.8399997,-46.68
1745843702,-0.6512229,-1.9608512,9.859622,0.5774967,0.006948592,-1.1106293,16.14,4.92,-45.48
1745843702,-1.091756,-1.3623008,9.979332,0.67767864,0.41500658,-0.99700844,17.64,5.04,-44.399998
1745843702,-0.92416185,-0.9528923,9.038411,0.5463426,0.49625164,-0.7551058,19.56,5.52,-43.559998
1745843702,-1.0606314,-0.46447513,9.057565,0.42355868,0.55489475,-0.74838626,20.46,4.7999997,-43.62
1745843702,-1.6089035,-0.38307226,9.167698,0.2842814,0.25434902,-0.49732068,21.96,4.92,-42.36
1745843702,-1.7645266,-0.49320555,10.024822,0.21281017,0.37346774,-0.40630174,23.46,5.2799997,-41.64
1745843702,-1.5610195,-0.51714754,9.761459,0.1914299,0.3936263,-0.16867517,25.26,5.7599998,-41.04
1745843702,-1.5107412,-0.20590134,10.09186,0.030161472,0.0613156,-0.098425664,25.439999,5.7,-40.8
1745843702,-1.6591818,-0.031124622,9.565135,-0.0028252518,-0.0052687125,-0.034895677,26.099998,6.18,-41.04
1745843702,-1.6519991,-0.21547815,9.296985,-0.09750936,-0.027870728,0.06834055,26.22,5.64,-41.16
1745843702,-0.9528923,-0.25378537,10.005669,-0.1372156,0.009392053,0.07383834,24.42,6.18,-41.34
1745843702,-1.0151415,-0.2777274,9.67048,-0.10300715,-0.085292056,0.04879286,24.24,5.58,-41.82
1745843702,-0.6679823,-0.32321724,9.972149,-0.09201158,-0.029703323,-0.07948884,23.519999,5.8199997,-42.059998
1745843702,-1.1779473,-0.32800564,9.998486,-0.06330091,-0.27527115,-0.20349449,23.64,5.94,-42.84
1745843702,-1.733402,-0.78769237,9.833285,-0.1653154,-0.25266913,-0.24197899,24.24,6.54,-42.78
1745843703,-2.018312,-0.7637503,9.933842,-0.1811979,-0.15065464,-0.039171733,24.359999,7.62,-43.559998
1745843703,-0.8331822,-0.878672,9.873987,-0.18364136,0.064369924,0.05429065,24.06,8.04,-43.92
1745843703,-1.1563994,-0.81163436,9.641749,-0.04802928,-0.096898496,0.023747386,24.18,8.04,-43.559998
1745843703,-1.1899183,-0.842759,9.423877,-0.042531494,0.042378776,-0.0110719325,23.46,7.3199997,-43.379997
1745843703,-1.0175357,-0.80924016,9.447819,-0.026648996,0.122402124,-0.047112983,23.939999,7.3799996,-43.559998
1745843703,-1.1994951,-0.89543146,9.720758,-0.20318905,-0.13965906,0.02313652,24.24,7.62,-43.559998
1745843703,-0.8331822,-0.7637503,10.297761,-0.054748796,0.09246973,-0.054443367,24.3,7.3199997,-44.04
1745843703,-0.8403648,-0.6895301,9.562741,0.03443753,-0.07246389,-0.039171733,24.359999,8.639999,-44.76
1745843703,-1.1085154,-1.3862427,9.914688,-0.015653422,-0.1952478,0.026190847,24.72,8.22,-43.62
1745843703,-1.4820108,-1.5059528,11.272201,0.20975585,0.045433104,0.005421429,24.539999,7.8599997,-44.76
1745843703,-1.0366893,-1.3742718,10.015245,0.55122954,0.25190556,-0.039171733,24.66,6.96,-45.96
1745843703,-1.0845734,-0.5530606,8.945037,0.04848743,0.13217597,-0.07460192,25.98,6.06,-45.059998
1745843703,-1.1971009,-0.20590134,9.232341,-0.08407033,0.04848743,-0.0110719325,23.22,6.24,-43.079998
1745843703,-1.1324574,-0.4189853,9.622596,-0.13660474,0.1437824,-0.03795,23.1,6.66,-42.239998
1745843703,-1.4987702,-0.37349546,9.383176,-0.10178542,0.23602305,0.07322747,23.76,7.8599997,-42.54
1745843703,-1.1851299,-0.6440403,10.012851,-0.1372156,0.12484559,0.038408153,24.6,7.8599997,-42.78
1745843703,-1.1827357,-0.80445176,9.941025,0.069867715,-0.03214678,-0.01779145,24.48,7.62,-43.5
1745843703,-1.0199299,-0.7254431,10.19481,-0.008933905,0.04604397,-0.05933029,24.119999,7.74,-43.559998
1745843703,-1.5155296,-0.45489833,9.500492,-0.105450615,-0.15554157,0.015195273,24.119999,7.08,-43.26
1745843703,-1.3120226,-1.3239936,10.266636,0.047265697,-0.07246389,0.007254025,24.18,7.14,-43.32
1745843704,-1.3575124,-1.0031705,9.952995,0.2140319,0.010002919,0.02069306,24.9,7.2,-44.579998
1745843704,0.30645782,-0.6631939,8.17171,-0.28748846,-0.2777146,-0.14851661,24.42,6.2999997,-43.68
1745843704,-1.7812861,-1.3670892,9.620202,-0.6906595,-0.6509533,-0.16195565,21.6,7.02,-44.7
1745843704,-1.673547,-0.9768343,13.324032,1.0057132,1.1498774,0.1782963,22.02,9.0,-45.719997
1745843704,-0.7158663,-1.2114661,7.712023,0.85299695,0.20670153,0.18073976,24.3,5.7,-42.96
1745843704,-1.5131354,0.07182605,7.537246,-0.23800837,0.2561816,-0.075212784,24.359999,2.7,-42.42
1745843704,-1.4508862,-0.19871874,8.954614,-0.579482,-0.016264288,-0.051999904,26.519999,4.38,-42.059998
1745843704,-2.3343468,-0.5434838,10.302549,-0.4994587,-0.14821118,0.020082194,27.66,6.06,-42.96
1745843704,-2.099715,-0.6488287,11.375152,-0.17020233,0.24152085,0.18807013,26.22,6.8399997,-43.5
1745843704,-2.1308396,-0.5530606,9.040805,0.07108945,0.22075143,0.14775303,27.84,6.66,-42.899998
1745843704,-1.1851299,-0.47884035,9.534011,-0.105450615,0.46876273,-0.06421721,28.14,6.8399997,-42.6
